c_alfabeta,principio_activo,marca_comercial,presentacion,laboratorio,potencia,potencia_medida,unidades_presentacion,pactivo_concentracion,periodo,copago
52911,"ibandrónico,ác.",ELASTERIN,150 mg comp.rec.x 3,PharmaDorf,"150,0",mg,3,"ibandrónico,ác._150,0_mg_3",202504,500.58
52947,nebivolol,NEBICOR,2.5 mg comp.x 30,Lazar,"2,5",mg,30,"nebivolol_2,5_mg_30",202504,3478.49
52949,nebivolol,NEBICOR,10 mg comp.x 30,Lazar,"10,0",mg,30,"nebivolol_10,0_mg_30",202504,14497.62
53044,betahistina,BETINA,16 mg comp.x 30,Eurofarma,"16,0",mg,30,"betahistina_16,0_mg_30",202504,2176.68
53045,betahistina,BETINA,16 mg comp.x 60,Eurofarma,"16,0",mg,60,"betahistina_16,0_mg_60",202504,558.47
53046,betahistina,BETINA,24 mg comp.x 30,Eurofarma,"24,0",mg,30,"betahistina_24,0_mg_30",202504,3261.7
53047,betahistina,BETINA,24 mg comp.x 60,Eurofarma,"24,0",mg,60,"betahistina_24,0_mg_60",202504,885.68
53049,"colina,salicilato+asoc.",DERCOLINA A,jalea x 20 g,Casasco,"174,6",mg,1,"colina,salicilato+asoc._174,6_mg_1",202504,6803.35
53050,losartán,FRABAN,100 mg comp. rec.x 30,Francelab,"100,0",mg,30,"losartán_100,0_mg_30",202504,4418.64
53060,loperamida,REGULANE CB,cáps.bl.x 10,Finadiet,"2,0",mg,10,"loperamida_2,0_mg_10",202504,2657.36
53061,loperamida,REGULANE CB,cáps.bl.x 20,Finadiet,"2,0",mg,20,"loperamida_2,0_mg_20",202504,4650.66
53067,pregabalina,PRINCIPIA PRACTIDOSIS,75 mg comp.birran.x 30,Elea,"75,0",mg,30,"pregabalina_75,0_mg_30",202504,17325.74
53071,montelukast,DENVERKAST,10 mg comp.x 30,Denver Farma,"10,0",mg,30,"montelukast_10,0_mg_30",202504,15444.72
53072,montelukast,DENVERKAST,5 mg comp.mast.x 30,Denver Farma,"5,0",mg,30,"montelukast_5,0_mg_30",202504,656.75
53073,montelukast,DENVERKAST,4 mg comp.mast.x 30,Denver Farma,"4,0",mg,30,"montelukast_4,0_mg_30",202504,302.26
53084,ácido omega 3-ésteres etílicos a,OMECAP 90,cáps.blandas x 30,Gador,90,%,30,ácido omega 3-ésteres etílicos a_90_%_30,202504,27339.47
53085,losartán,PAXON XR,100 mg comp.lib.cont.x30,Gador,"100,0",mg,30,"losartán_100,0_mg_30",202504,6871.91
53101,betahistina,OTEVIL,24 mg comp.x 60,Casasco,"24,0",mg,60,"betahistina_24,0_mg_60",202504,16212.67
53102,"ruscogenina+meliloto,ext.fluido",VENART,cr.x 60 g,Casasco,"1560,0",mg,1,"ruscogenina+meliloto,ext.fluido_1560,0_mg_1",202504,8582.1
53117,levofloxacina,SEPTIBIOTIC,500 mg comp.rec.ran.x 14,Sidus,"500,0",mg,14,"levofloxacina_500,0_mg_14",202504,10203.23
53122,donepecilo,OLDINOT,5 mg comp.x 30,Elea,"5,0",mg,30,"donepecilo_5,0_mg_30",202504,18446.09
53123,donepecilo,OLDINOT,10 mg comp.x 30,Elea,"10,0",mg,30,"donepecilo_10,0_mg_30",202504,22589.66
53127,vit.d3,TRIP D3,cáps.dura x 1,Siegfried,"2,5",mg,1,"vit.d3_2,5_mg_1",202504,5635.6
53128,vit.d3,TRIP D3,cáps.duras x 3,Siegfried,"2,5",mg,3,"vit.d3_2,5_mg_3",202504,14475.82
53145,tadalafilo,LEVAL,5 mg comp.x 30,Elea,"5,0",mg,30,"tadalafilo_5,0_mg_30",202504,41368.81
53146,tadalafilo,LEVAL,20 mg comp.x 1,Elea,"20,0",mg,1,"tadalafilo_20,0_mg_1",202504,4776.5
53147,tadalafilo,LEVAL,20 mg comp.x 2,Elea,"20,0",mg,2,"tadalafilo_20,0_mg_2",202504,9449.32
53148,tadalafilo,LEVAL,20 mg comp.x 4,Elea,"20,0",mg,4,"tadalafilo_20,0_mg_4",202504,18586.49
53149,tamsulosina,SULOS,0.4 mg cáps.x 30,Elea,"400,0",mcg,30,"tamsulosina_400,0_mcg_30",202504,16653.66
53164,mesalazina,5-ASA 1000,1 g sob.x 30,Dom¿nguez,"1000,0",mg,30,"mesalazina_1000,0_mg_30",202504,49914.07
53165,mesalazina,5-ASA 2000,2 g sob.x 30,Dom¿nguez,"2000,0",mg,30,"mesalazina_2000,0_mg_30",202504,88933.98
53169,vit.d3,DEBLAX,cáps.bl.x 1,Raffo,"2,5",mg,1,"vit.d3_2,5_mg_1",202504,6945.62
53170,vit.d3,DEBLAX,cáps.bl.x 2,Raffo,"2,5",mg,2,"vit.d3_2,5_mg_2",202504,9937.94
53187,montelukast,AIREAL 4,4 mg comp.mast.x 60,Siegfried,"4,0",mg,60,"montelukast_4,0_mg_60",202504,27959.64
53188,montelukast,AIREAL 5,5 mg comp.mast.x 60,Siegfried,"5,0",mg,60,"montelukast_5,0_mg_60",202504,29967.88
53189,montelukast,AIREAL 10,10 mg comp.rec.x 60,Siegfried,"10,0",mg,60,"montelukast_10,0_mg_60",202504,32264.82
53210,sildenafil,VIAGRA,50 mg comp.x 10,Aspen Pharma,"50,0",mg,10,"sildenafil_50,0_mg_10",202504,11428.11
53211,sildenafil,VIAGRA,50 mg comp.x 20,Aspen Pharma,"50,0",mg,20,"sildenafil_50,0_mg_20",202504,22262.91
53220,rosuvastatina,ROSUVASTATINA RICHET,40 mg comp.x 28,Richet,"40,0",mg,28,"rosuvastatina_40,0_mg_28",202504,25158.83
53221,rosuvastatina,ROSUFEN,5 mg comp.rec.x 30,Nolter,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,7142.41
53222,rosuvastatina,ROSUFEN,10 mg comp.rec.x 30,Nolter,"10,0",mg,30,"rosuvastatina_10,0_mg_30",202504,10643.59
53223,rosuvastatina,ROSUFEN,20 mg comp.rec.x 30,Nolter,"20,0",mg,30,"rosuvastatina_20,0_mg_30",202504,19611.49
53242,azitromicina,IZOTROP,500 mg comp.x 6,Savant Generic,"500,0",mg,6,"azitromicina_500,0_mg_6",202504,318.73
53243,lisado bacteriano+vit.a,VACUNA ORAL CASASCO,comp.x 30,Casasco,,No Clasificada,1,lisado bacteriano+vit.a_No Clasificada_1,202504,24658.34
53244,diosmina+hesperidina micronizada,DAFLON 1000,comp.rec.x 30,Servier,"1000,0",mg,30,"diosmina+hesperidina micronizada_1000,0_mg_30",202504,47849.38
53245,diosmina+hesperidina micronizada,DAFLON 1000,comp.rec.x 60,Servier,"1000,0",mg,60,"diosmina+hesperidina micronizada_1000,0_mg_60",202504,92828.58
53246,amoxicilina,FABAMOX,500 mg comp.rec.x 21,Savant Generic,"500,0",mg,21,"amoxicilina_500,0_mg_21",202504,203.36
53247,clopidogrel,CLODINAREL,75 mg comp.x 30,Savant Consumer,"75,0",mg,30,"clopidogrel_75,0_mg_30",202504,738.32
53248,diclofenac sódico,FLEXIPLEN CAPSULA BLANDA,50 mg cáps.bl.x 10,Savant Generic,"50,0",mg,10,"diclofenac sódico_50,0_mg_10",202504,1095.35
53254,tamsulosina,TOLOXANE,0.4 mg caps.lib.prol.x30,Beta,"400,0",mcg,30,"tamsulosina_400,0_mcg_30",202504,793.16
53255,tamsulosina,TOLOXANE,0.4 mg caps.lib.prol.x60,Beta,"400,0",mcg,60,"tamsulosina_400,0_mcg_60",202504,840.7
53262,ketorolac trometamina,DIROLAC SL,10 mg comp.subl.x 10,Biosintex,"10,0",mg,10,"ketorolac trometamina_10,0_mg_10",202504,3145.2
53265,vit.d3,ORAVIL CB,cáps.blanda x 1,Trb-Pharma,"2,5",mg,1,"vit.d3_2,5_mg_1",202504,6000.0
53290,insulina glargina,TOUJEO,300U/ml lapicerax3x1.5ml,Sanofi-Aventis,"450,0",UI,3,"insulina glargina_450,0_UI_3",202504,0.0
53307,losartán,LOREBIL 50,50 mg comp.rec.x 30,G¿minis Farmac¿,"50,0",mg,30,"losartán_50,0_mg_30",202504,2593.33
53308,losartán,LOREBIL 100,100 mg comp.rec.x 30,G¿minis Farmac¿,"100,0",mg,30,"losartán_100,0_mg_30",202504,3418.59
53312,domperidona,DOMPERIX,10 mg comp.x 30,Eurofarma,"10,0",mg,30,"domperidona_10,0_mg_30",202504,370.27
53329,bisoprolol,BISOPIL,2.5 mg comp.rec.x 30,Gador,"2,5",mg,30,"bisoprolol_2,5_mg_30",202504,2557.12
53330,bisoprolol,BISOPIL,5 mg comp.rec.x 30,Gador,"5,0",mg,30,"bisoprolol_5,0_mg_30",202504,4953.75
53331,bisoprolol,BISOPIL,10 mg comp.rec.x 30,Gador,"10,0",mg,30,"bisoprolol_10,0_mg_30",202504,6323.49
53333,vit.d3,TESTRI,sol.oral x 2 ml,Elea,"2,5",mg,1,"vit.d3_2,5_mg_1",202504,5716.33
53337,fluticasona+azelastina,INHALAN AZ,spray nasal x 120 ds.,Casasco,"137,1",mcg,120,"fluticasona+azelastina_137,1_mcg_120",202504,8238.86
53342,dexametasona,DEXAMETASONA FECOFAR,comp.x 30,Fecofar,"0,5",mg,30,"dexametasona_0,5_mg_30",202504,3565.46
53344,valsartán+hidroclorotiazida,ALPERTAN D,320/12.5 mg comp.rec.x28,Raffo,"332,5",mg,28,"valsartán+hidroclorotiazida_332,5_mg_28",202504,15566.47
53345,valsartán+hidroclorotiazida,ALPERTAN D,320/25 mg comp.rec.x28,Raffo,"345,0",mg,28,"valsartán+hidroclorotiazida_345,0_mg_28",202504,15849.6
53346,rosuvastatina,ASTENDE,5 mg comp.rec.x 30,Lazar,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,5937.22
53349,metotrexato,ARTRAIT SC,15 mg f.a.x 4,Trb-Pharma,"15,0",mg,4,"metotrexato_15,0_mg_4",202504,9501.38
53350,metotrexato,ARTRAIT SC,20 mg f.a.x 4,Trb-Pharma,"20,0",mg,4,"metotrexato_20,0_mg_4",202504,10261.44
53353,losartán,LOREBIL 50,50 mg comp.rec.x 60,G¿minis Farmac¿,"50,0",mg,60,"losartán_50,0_mg_60",202504,4940.12
53354,losartán,LOREBIL 100,100 mg comp.rec.x 60,G¿minis Farmac¿,"100,0",mg,60,"losartán_100,0_mg_60",202504,5944.91
53356,"fenofíbrico,ác.",LIPO PLUS C,135mg comp.lib.prol.x30,Beta,"135,0",mg,30,"fenofíbrico,ác._135,0_mg_30",202504,940.78
53385,bisoprolol+hidroclorotiazida,LOSTAPROLOL DIUR 5/12.5,5/12.5 mg comp.x 30,Temis-Lostal¿,"17,5",mg,30,"bisoprolol+hidroclorotiazida_17,5_mg_30",202504,325.66
53391,rosuvastatina,NODIS 40,40 mg comp.rec.x 30,Temis-Lostal¿,"40,0",mg,30,"rosuvastatina_40,0_mg_30",202504,27060.59
53392,dutasteride+tamsulosina,UROCONT DUO,0.5/0.4 mg cáps.x 30,Temis-Lostal¿,"900,0",mcg,30,"dutasteride+tamsulosina_900,0_mcg_30",202504,22664.46
53398,acenocumarol,SINTROM,1 mg comp.x 20,Siegfried,"1,0",mg,20,"acenocumarol_1,0_mg_20",202504,625.16
53412,claritromicina+ambroxol,QUOTAL MUC,500/60 mg comp.rec.x 16,Siegfried,"560,0",mg,16,"claritromicina+ambroxol_560,0_mg_16",202504,12678.52
53416,memantine+donepecilo,ALZETIX,14/10mg cáps.x 30,Gador,"24,0",mg,30,"memantine+donepecilo_24,0_mg_30",202504,26139.82
53417,memantine+donepecilo,ALZETIX,28/10mg cáps.x 30,Gador,"38,0",mg,30,"memantine+donepecilo_38,0_mg_30",202504,29157.35
53418,ciprofloxacina,SELKET 500,500 mg comp.x 10,Finadiet,"500,0",mg,10,"ciprofloxacina_500,0_mg_10",202504,5343.23
53419,ciprofloxacina,SELKET 500,500 mg comp.x 14,Finadiet,"500,0",mg,14,"ciprofloxacina_500,0_mg_14",202504,7180.85
53420,ciprofloxacina,SELKET 500,500 mg comp.x 20,Finadiet,"500,0",mg,20,"ciprofloxacina_500,0_mg_20",202504,9779.86
53421,fexofenadina,VAGRAN 120,120 mg comp.x 10,Finadiet,"120,0",mg,10,"fexofenadina_120,0_mg_10",202504,4342.39
53422,fexofenadina,VAGRAN 120,120 mg comp.x 30,Finadiet,"120,0",mg,30,"fexofenadina_120,0_mg_30",202504,11203.7
53423,fexofenadina,VAGRAN 180,180 mg comp.x 10,Finadiet,"180,0",mg,10,"fexofenadina_180,0_mg_10",202504,7461.93
53457,latanoprost,LOUTEN,emuls.x 2.5 ml,Poen,"125,0",mcg,1,"latanoprost_125,0_mcg_1",202504,8850.21
53458,pregabalina,PREGABALINA VANNIER 75,75 mg cáps.x 28,Vannier,"75,0",mg,28,"pregabalina_75,0_mg_28",202504,14066.09
53459,pregabalina,PREGABALINA VANNIER 150,150 mg cáps.x 28,Vannier,"150,0",mg,28,"pregabalina_150,0_mg_28",202504,20402.59
53492,"salicílico,ác.",VERRUKID PEDIATRICO,gel líq.x 10 g,Cassarß,"1,5",mg,1,"salicílico,ác._1,5_mg_1",202504,4942.72
53499,sulfadiazina de plata+asoc.,SULFADIAZINA DE PLATA DENVER FARMA,cr.pomo x 30 g,Denver Farma,"522,0",mg,1,"sulfadiazina de plata+asoc._522,0_mg_1",202504,2546.6
53507,eritromicina,ERITROPLOS,ung.oft.x 3.5 g,Novoplos,"17,5",mg,1,"eritromicina_17,5_mg_1",202504,4349.74
53511,rasagilina,RAGIPAR,1 mg comp.ran.x 30,Baliarda,"1,0",mg,30,"rasagilina_1,0_mg_30",202504,10918.03
53512,dexketoprofeno,IDOLGINA,25 mg comp.rec.ran.x 20,Baliarda,"25,0",mg,20,"dexketoprofeno_25,0_mg_20",202504,6547.31
53513,dexketoprofeno,IDOLGINA,25 mg comp.rec.ran.x 40,Baliarda,"25,0",mg,40,"dexketoprofeno_25,0_mg_40",202504,7071.99
53537,tramadol,CALMADOR CB,50 mg cáps.x 20,Finadiet,"50,0",mg,20,"tramadol_50,0_mg_20",202504,6583.23
53538,tramadol,CALMADOR CB,50 mg cáps.x 30,Finadiet,"50,0",mg,30,"tramadol_50,0_mg_30",202504,8973.74
53540,"hierro+vit.b12+fólico,ác.",ACIFOL FE,comp.x 30,Dom¿nguez,"100,7",mg,30,"hierro+vit.b12+fólico,ác._100,7_mg_30",202504,11491.58
53541,"hierro+vit.b12+fólico,ác.",ACIFOL FE,comp.x 60,Dom¿nguez,"100,7",mg,60,"hierro+vit.b12+fólico,ác._100,7_mg_60",202504,20803.41
53542,amoxicilina+acetilcisteína,AMIXEN AC,comp.rec.x 14,Laboratorios Be,"1175,0",mg,14,"amoxicilina+acetilcisteína_1175,0_mg_14",202504,5618.61
53629,etoricoxib,DOLOCOX,60 mg comp.rec.x 30,Baliarda,"60,0",mg,30,"etoricoxib_60,0_mg_30",202504,12937.79
53631,etoricoxib,DOLOCOX,90 mg comp.rec.x 30,Baliarda,"90,0",mg,30,"etoricoxib_90,0_mg_30",202504,16714.54
53632,etoricoxib,DOLOCOX,120 mg comp.rec.x 10,Baliarda,"120,0",mg,10,"etoricoxib_120,0_mg_10",202504,7328.47
53634,"salbutamol+ipratropio,br.",MAXAIR,aer.x 200 dosis,Lersan,"141,0",mcg,200,"salbutamol+ipratropio,br._141,0_mcg_200",202504,5569.59
53648,"amoxicilina+clavulánico,ác.",BIOXILINA PLUS DUO,1 g comp.rec.x 14,Biosintex Retai,"1000,0",mg,14,"amoxicilina+clavulánico,ác._1000,0_mg_14",202504,5272.36
53676,solifenacina+tamsulosina,URALOS MAX,6mg/0.4mg comp.x30,Casasco,"6,4",mg,30,"solifenacina+tamsulosina_6,4_mg_30",202504,18829.49
53698,tadalafilo,H36 LAZAR,5 mg comp.rec.x 30,Lazar,"5,0",mg,30,"tadalafilo_5,0_mg_30",202504,37326.29
53699,solifenacina,NOVURIT,5 mg comp.rec.x 30,Lazar,"5,0",mg,30,"solifenacina_5,0_mg_30",202504,17645.28
53700,solifenacina,NOVURIT,10 mg comp.rec.x 30,Lazar,"10,0",mg,30,"solifenacina_10,0_mg_30",202504,19898.48
53729,pregabalina,LUNEL 75 PRACTIDOSIS,75 mg comp.birran.x 30,Montpellier,"75,0",mg,30,"pregabalina_75,0_mg_30",202504,14893.47
53730,venlafaxina,MAXIBRAL XR,37.5 mg cáps.x 30,Montpellier,"37,5",mg,30,"venlafaxina_37,5_mg_30",202504,9915.82
53731,venlafaxina,MAXIBRAL XR,75 mg cáps.x 30,Montpellier,"75,0",mg,30,"venlafaxina_75,0_mg_30",202504,10364.71
53732,venlafaxina,MAXIBRAL XR,150 mg cáps.x 30,Montpellier,"150,0",mg,30,"venlafaxina_150,0_mg_30",202504,14098.55
53733,"tióctico,ác.",PRIOTIC,600 mg comp.x 30,Montpellier,"600,0",mg,30,"tióctico,ác._600,0_mg_30",202504,17962.93
53734,escitalopram,REMPEC,10 mg comp.x 30,Montpellier,"10,0",mg,30,"escitalopram_10,0_mg_30",202504,12013.86
53735,escitalopram,REMPEC,20 mg comp.x 30,Montpellier,"20,0",mg,30,"escitalopram_20,0_mg_30",202504,22024.93
53736,"tiotropio,bromuro",ASPIRE,caps.p/inh.x30+Inhalador,LKM,"18,0",mcg,30,"tiotropio,bromuro_18,0_mcg_30",202504,2454.13
53739,"calcio,citrato+vit.d3",CALCIONAL D3 400,comp.x 30,Ariston,"315,8",mg,30,"calcio,citrato+vit.d3_315,8_mg_30",202504,5536.78
53740,"calcio,citrato+vit.d3",CALCIONAL D3 400,comp.x 60,Ariston,"315,8",mg,60,"calcio,citrato+vit.d3_315,8_mg_60",202504,9970.5
53769,tadalafilo,EQUITONE,5 mg comp.x 30,Fecofar,"5,0",mg,30,"tadalafilo_5,0_mg_30",202504,32848.25
53770,tadalafilo,EQUITONE,20 mg comp.x 2,Fecofar,"20,0",mg,2,"tadalafilo_20,0_mg_2",202504,7593.17
53803,fluconazol,FLUCONAL,150 mg comp.x 2,Craveri,"150,0",mg,2,"fluconazol_150,0_mg_2",202504,5486.44
53804,fluconazol,FLUCONAL,150 mg comp.x 4,Craveri,"150,0",mg,4,"fluconazol_150,0_mg_4",202504,8956.12
53810,citicolina,REAGIN 1000,sobres x 10,Baliarda,"1000,0",mg,1,"citicolina_1000,0_mg_1",202504,21508.48
53811,levetiracetam,LEVECOM 1000,1000mg comp.rec.ran.x 60,Baliarda,"1000,0",mg,60,"levetiracetam_1000,0_mg_60",202504,80883.93
53812,levetiracetam,LEVECOM SOLUCI¿N,sol.oral x 300 ml,Baliarda,"30000,0",mg,1,"levetiracetam_30000,0_mg_1",202504,57962.59
53827,dexlansoprazol,IBEPRAL 30,cáps.x 15,Dom¿nguez,"30,0",mg,15,"dexlansoprazol_30,0_mg_15",202504,659.55
53828,dexlansoprazol,IBEPRAL 30,cáps.x 30,Dom¿nguez,"30,0",mg,30,"dexlansoprazol_30,0_mg_30",202504,20117.99
53829,dexlansoprazol,IBEPRAL 60,cáps.x 15,Dom¿nguez,"60,0",mg,15,"dexlansoprazol_60,0_mg_15",202504,855.71
53830,dexlansoprazol,IBEPRAL 60,cáps.x 30,Dom¿nguez,"60,0",mg,30,"dexlansoprazol_60,0_mg_30",202504,28735.15
53833,etoricoxib,COX-QUIN,60 mg comp.rec.x 30,Finadiet,"60,0",mg,30,"etoricoxib_60,0_mg_30",202504,12651.11
53834,etoricoxib,COX-QUIN,90 mg comp.rec.x 15,Finadiet,"90,0",mg,15,"etoricoxib_90,0_mg_15",202504,10158.52
53835,etoricoxib,COX-QUIN,90 mg comp.rec.x 30,Finadiet,"90,0",mg,30,"etoricoxib_90,0_mg_30",202504,16108.0
53836,etoricoxib,COX-QUIN,120 mg comp.rec.x 7,Finadiet,"120,0",mg,7,"etoricoxib_120,0_mg_7",202504,5368.38
53861,tiras reactivas,ACCU-CHEK ACTIVE GLUCOSA,tiras reactivas x 25,Roche Diabetes,,No Clasificada,25,tiras reactivas_No Clasificada_25,202504,0.0
53862,tiras reactivas,ACCU-CHEK ACTIVE GLUCOSA,tiras reactivas x 50,Roche Diabetes,,No Clasificada,50,tiras reactivas_No Clasificada_50,202504,0.0
53866,etoricoxib,XUMER,60 mg comp.rec.x 14,Raffo,"60,0",mg,14,"etoricoxib_60,0_mg_14",202504,7404.75
53867,etoricoxib,XUMER,60 mg comp.rec.x 28,Raffo,"60,0",mg,28,"etoricoxib_60,0_mg_28",202504,15001.69
53868,etoricoxib,XUMER,90 mg comp.rec.x 14,Raffo,"90,0",mg,14,"etoricoxib_90,0_mg_14",202504,12282.24
53869,etoricoxib,XUMER,90 mg comp.rec.x 28,Raffo,"90,0",mg,28,"etoricoxib_90,0_mg_28",202504,18583.86
53870,etoricoxib,XUMER,120 mg comp.rec.x 7,Raffo,"120,0",mg,7,"etoricoxib_120,0_mg_7",202504,7263.71
53871,meloxicam,FLEXIDOL CB,15 mg cáps.blandas x 10,Raffo,"15,0",mg,10,"meloxicam_15,0_mg_10",202504,4686.5
53872,meloxicam,FLEXIDOL CB,15 mg cáps.blandas x 20,Raffo,"15,0",mg,20,"meloxicam_15,0_mg_20",202504,9373.13
53873,vit.+minerales,SUPRADYN FORTE,grag.x 60,Bayer Consumer,,No Clasificada,60,vit.+minerales_No Clasificada_60,202504,21604.21
53892,duloxetina,NITIDEX,30 mg cáps.x 28,Teva Argentina,"30,0",mg,28,"duloxetina_30,0_mg_28",202504,22302.37
53923,diclofenac+pridinol,DICLOFENAC PRIDINOL TEVA,4 mg comp.x 10,Teva Argentina,"54,0",mg,10,"diclofenac+pridinol_54,0_mg_10",202504,439.06
53924,diclofenac+pridinol,DICLOFENAC PRIDINOL TEVA,4 mg comp.x 30,Teva Argentina,"54,0",mg,30,"diclofenac+pridinol_54,0_mg_30",202504,446.67
53931,pregabalina,GAVANEURAL,25 mg caps.x 30,Denver Farma,"25,0",mg,30,"pregabalina_25,0_mg_30",202504,821.1
53932,pregabalina,GAVANEURAL,75 mg cáps.x 30,Denver Farma,"75,0",mg,30,"pregabalina_75,0_mg_30",202504,13991.81
53933,pregabalina,GAVANEURAL,150 mg cáps.x 30,Denver Farma,"150,0",mg,30,"pregabalina_150,0_mg_30",202504,21578.3
53945,omeprazol,ULCOZOL 20,pvo.p/susp.oral x30 sob.,Bag¿,"20,0",mg,30,"omeprazol_20,0_mg_30",202504,27233.12
53949,carvedilol,DILATREND,3.125 mg comp.ran.x 30,Siegfried,"3,1",mg,30,"carvedilol_3,1_mg_30",202504,1866.27
53950,carvedilol,DILATREND,6.25 mg comp.ran.x 30,Siegfried,"6,3",mg,30,"carvedilol_6,3_mg_30",202504,3408.1
53951,carvedilol,DILATREND,12.5 mg comp.ran.x 30,Siegfried,"12,5",mg,30,"carvedilol_12,5_mg_30",202504,4394.12
53952,carvedilol,DILATREND,25 mg comp.ran.x 30,Siegfried,"25,0",mg,30,"carvedilol_25,0_mg_30",202504,5128.82
53986,tiras reactivas,ACCU-CHEK GUIDE,tiras reactivas x 50,Roche Diabetes,,No Clasificada,50,tiras reactivas_No Clasificada_50,202504,0.0
53987,tiras reactivas,ACCU-CHEK GUIDE,tiras reactivas x 25,Roche Diabetes,,No Clasificada,25,tiras reactivas_No Clasificada_25,202504,0.0
53995,risperidona,RIATUL 0.5,0.5 mg comp.rec.ran.x 60,Baliarda,"0,5",mg,60,"risperidona_0,5_mg_60",202504,7854.9
53996,cefalexina,RIBAMICIN,500 mg comp.x 8,Ronnet,"500,0",mg,8,"cefalexina_500,0_mg_8",202504,1810.5
53997,cefalexina,RIBAMICIN,500 mg comp.x 16,Ronnet,"500,0",mg,16,"cefalexina_500,0_mg_16",202504,3237.04
54000,"pridinol,mesilato",RODI RELAX,4 mg comp.x 10,G¿minis Farmac¿,"4,0",mg,10,"pridinol,mesilato_4,0_mg_10",202504,1927.29
54001,"pridinol,mesilato",RODI RELAX,4 mg comp.x 15,G¿minis Farmac¿,"4,0",mg,15,"pridinol,mesilato_4,0_mg_15",202504,3529.0
54002,"pridinol,mesilato",RODI RELAX,4 mg comp.x 30,G¿minis Farmac¿,"4,0",mg,30,"pridinol,mesilato_4,0_mg_30",202504,4533.71
54004,etoricoxib,COXAL,60 mg comp.x 28,Beta,"60,0",mg,28,"etoricoxib_60,0_mg_28",202504,13223.64
54005,etoricoxib,COXAL,90 mg comp.x 14,Beta,"90,0",mg,14,"etoricoxib_90,0_mg_14",202504,10196.07
54006,etoricoxib,COXAL,90 mg comp.x 28,Beta,"90,0",mg,28,"etoricoxib_90,0_mg_28",202504,16544.58
54007,etoricoxib,COXAL,120 mg comp.x 7,Beta,"120,0",mg,7,"etoricoxib_120,0_mg_7",202504,5893.56
54009,"calcio,lactogluconato+calcio,car",CALCIO BASE EFERVESCENTE,comp.eferv.x 30,Siegfried,,No Clasificada,30,"calcio,lactogluconato+calcio,car_No Clasificada_30",202504,6949.54
54010,"lactogluconato,calcio+calcio,car",CALCIO BASE EFERVESCENTE D3 200,comp.eferv.x 30,Siegfried,"2206,5",mg/UI,30,"lactogluconato,calcio+calcio,car_2206,5_mg/UI_30",202504,3291.54
54011,"lactogluconato,calcio+calcio,car",CALCIO BASE EFERVESCENTE D3 400,comp.eferv.x 30,Siegfried,"2406,5",mg/UI,30,"lactogluconato,calcio+calcio,car_2406,5_mg/UI_30",202504,4053.5
54012,rosuvastatina,ROSTAN,5 mg comp.rec.x 30,Biotenk,"5,0",mg,30,"rosuvastatina_5,0_mg_30",202504,5560.46
54013,rosuvastatina,ROSTAN,10 mg comp.rec.x 30,Biotenk,"10,0",mg,30,"rosuvastatina_10,0_mg_30",202504,8428.76
54014,rosuvastatina,ROSTAN,20 mg comp.rec.x 30,Biotenk,"20,0",mg,30,"rosuvastatina_20,0_mg_30",202504,14272.22
54018,diclofenac+vit.b12+betametasona,BLOKIUM B12 IM,iny.x 3,Casasco,"261,0",mg,3,"diclofenac+vit.b12+betametasona_261,0_mg_3",202504,15992.53
54019,diclofenac+vit.b12+betametasona,BLOKIUM B12 IM,iny.x 5,Casasco,"435,0",mg,5,"diclofenac+vit.b12+betametasona_435,0_mg_5",202504,20791.75
54029,pregabalina,GAVIN,25 mg cáps.x 30,Gador,"25,0",mg,30,"pregabalina_25,0_mg_30",202504,4734.4
54030,pregabalina,GAVIN,25 mg caps.x 60,Gador,"25,0",mg,60,"pregabalina_25,0_mg_60",202504,810.58
54031,pregabalina,GAVIN,50 mg cáps.x 30,Gador,"50,0",mg,30,"pregabalina_50,0_mg_30",202504,10552.62
54032,pregabalina,GAVIN,50 mg caps.x 60,Gador,"50,0",mg,60,"pregabalina_50,0_mg_60",202504,1777.46
54033,pregabalina,GAVIN,75 mg cáps.x 30,Gador,"75,0",mg,30,"pregabalina_75,0_mg_30",202504,14634.19
54034,pregabalina,GAVIN,75 mg caps.x 60,Gador,"75,0",mg,60,"pregabalina_75,0_mg_60",202504,2133.14
54035,pregabalina,GAVIN,150 mg cáps.x 30,Gador,"150,0",mg,30,"pregabalina_150,0_mg_30",202504,23772.43
54036,pregabalina,GAVIN,150 mg caps.x 60,Gador,"150,0",mg,60,"pregabalina_150,0_mg_60",202504,3988.52
54037,pregabalina,GAVIN,300 mg cáps.x 30,Gador,"300,0",mg,30,"pregabalina_300,0_mg_30",202504,32130.15
54038,pregabalina,GAVIN,300 mg caps.x 60,Gador,"300,0",mg,60,"pregabalina_300,0_mg_60",202504,5443.2
54039,pregabalina,GAVIN 75 BIRRANURADO,75 mg comp.birran.x 60,Gador,"75,0",mg,60,"pregabalina_75,0_mg_60",202504,2233.32
54046,etoricoxib,DORICOXIB 60,60 mg comp.rec.x 10,Roemmers,"60,0",mg,10,"etoricoxib_60,0_mg_10",202504,4936.51
54047,etoricoxib,DORICOXIB 60,60 mg comp.rec.x 30,Roemmers,"60,0",mg,30,"etoricoxib_60,0_mg_30",202504,13710.34
